Gender, family members,guidance related to field,avaling scholarship,I opted for this program of study because of my own interest.,SGPA in BS First semester,SGPA in BS Second semester,SGPA in BS Third semester,SGPA in BS Fourth semester,SGPA in BS Fifth semester,CGPA in BS Fifth semester, lecture language,lecture mode,sitting place,lecture duration,number of students,lecture material,attendance,TVFs often reschedule classes that negatively impacts my performance.,TVFs are very difficult to access after class timings and hence I am unable to clarify my concepts.,TVFs do not provide assessment results timely so I remain unaware of my standing in class.,TVFs are not aware of the university's curriculum and other requirements.,TVFs grade students according to their own beliefs and criteria and hence my GPA suffers.,TVFs are not very well prepared for the lectures due to their busy schedule.,TVFs have short-term relations with students and hence do not show sincere behavior to polish my academic skills. ,residence place,An ample amount of time is consumed on daily commuting and all energy is drained during travelling.,"Due to class/ lab cancellation or roads blockage, lots of time get wasted due to fixed official transport timings.",Hostelite can be more focused towards their studies whereas a day scholar may have a lot of distractions due to family issues.,"Hostelites have more opportunities to engage with their peers and participate in social events, that improve their performance.","Hostelites have better access to campus resources like libraries, instructors, labs and also get benefit of group study. ",Hostelites have a big social circle and connections with seniors who can guide them in studies and in other academic and administrative issues.,Un-announced quizzes are quite stressful and cause unnecessary anxiety and pressure on students.,Un-announced quizzes are a form of torture and have negative impact on learning environment.,I am not usually prepared for surprise quizzes and hence these are not true measures of my knowledge and understandings.,Un-announced quizzes are a waste of time and energy and are not effective and productive in the long term.,I cannot miss a single class despite my health or any other emergency situations due to unannounced quizzes as it badly effects my grade.,"I usually do not perform very well in surprise quizzes, hence lose my interest in the subject.","Due to overall academic workload, it is not possible to study/ practice each subject on daily basis, to prepare myself for unannounced quizzes.",Class Representative (CR) is favored more than any ordinary student as he/ she is in more contact with teachers.,"If a student is more active in class, then it is more likely that the teacher would be lenient during his/ her exam checking. ","Some teachers show more kindness towards female students, and it is clearly reflected in their grades. ",Preferential treatment with selective students creates a negative classroom environment and affects the learning experience. ,Discrimination distracts me from focusing on the course and I lose interest in attending the classes. ,"Discrimination negatively effects my mental condition, confidence, and overall engagement in the classroom. ",A proper classroom environment and discipline is not possible to maintain in online environment.,"Due to lack of technical expertise, senior instructors struggle a lot in online lectures, and I lose my interest.",It is difficult to convey complex concepts in online mode and hence quality of education suffers.,"It becomes a hobby to watch recorded lectures later on, so I try to cover a lot of content in a short time that becomes difficult to absorb.",I am easily distracted by social media and other sources of interruptions during online lectures.,"It reduces social interaction that results in a feeling of isolation, and I lose interest in studies.","It is easier for students to cheat in online exams, leading to academic dishonesty and hence I lose my motivation.",Lack of technical resources create disruptions during lectures and make it difficult to understand. ,I prefer to revise the lectures daily or before the next class of the same subject.,I frequently make use of You tube or Chat GPT for understanding of different concepts.,I enjoy and perform well in non-technical (Humanities/ Management/ Social Science) courses.,I am usually well prepared for exams but unable to attempt properly due to exam stress.,Instructors often miss lectures and arrange makeup classes that further increases my burden.,My classes schedule is usually very tight that hinders the process of learning.,I often come across health issues that effect my academic performance.,My preferable mode of study is:,My preferable time of study is:,Lowest Parent Income,Maximum Parent Income,Lowest Mobile Usage,Maximum Mobile Usage,Matric Percentage,Inter Percentage
Male,6,YES,NO,Neutral,1.27,2.78,3.96,2.1,3.8,2.78,both,both,none,1 hour,none,Notes,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Day scholar,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Independent study,Late night,300000,1000000,5 hours,6  hours,91.68,78.41
Male,6,NO,NO,Agree,1.58,3.46,3.83,3.9,3.99,3.35,Urdu,both,none,1 hour,30,No Notes,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Day scholar,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Group study,Late night,300000,1000000,5 hours,6  hours,74.03,82.06
Male,6,NO,NO,Strongly Agree,2.57,2.83,3.54,2.8,2.58,2.86,both,both,none,1 hour,none,Notes,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Hostelite,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Neutral,Independent study,Late night,300000,1000000,3 hours,4  hours,86.53,75.95
Male,5,YES,YES,Strongly Agree,1.84,2.98,3.58,2.62,2.6,2.72,both,both,none,1 hour,30,No Notes,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly disagree,Agree,Agree,Neutral,Strongly Agree,Independent study,Late night,300000,1000000,5 hours,6  hours,79.63,89.08
Male,5,YES,NO,Agree,2.61,3.23,3.57,3.89,2.25,3.11,Urdu,Power point,front,1 hour,40,Notes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Hostelite,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Independent study,Late night,300000,1000000,3 hours,4  hours,82.51,73.94
Male,5,YES,NO,Neutral,3.54,2.38,2.6,2.64,2.24,2.68,both,both,none,1 hour,30,No Notes,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Strongly agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Group study,Late night,300000,1000000,7 hours,8  hours,81.91,77.21
Male,6,YES,NO,Strongly Agree,1.03,3.38,2.95,3.34,3.59,2.86,both,both,front,1 hour,none,Notes,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Hostelite,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Independent study,Late night,300000,1000000,7 hours,8  hours,84.06,84.2
Male,4,NO,NO,Strongly Agree,2.5,2.85,2.61,2.55,2.92,2.69,both,none,front,none,30,Notes,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Day scholar,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Group study,Late night,300000,1000000,1 hours,2  hours,70.98,86.28
Male,5,NO,NO,Neutral,2.39,3.12,3.34,2.38,3.2,2.89,both,both,front,none,none,Concepts,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Group study,Day time,300000,1000000,1 hours,2  hours,83.19,82.08
Female,4,NO,NO,Strongly Agree,1.33,2.58,2.51,3.45,3.01,2.58,both,both,front,1 hour,30,Concepts,Strongly disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Neutral,Strongly disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Group study,Late night,300000,1000000,3 hours,4  hours,81.88,84.21
Male,6,NO,NO,Strongly Agree,1.46,3.8,2.55,3.91,3.15,2.97,both,both,front,1 hour,30,Concepts,Strongly disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Hostelite,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Group study,Late night,300000,1000000,8 hours,10 hours,86.1,71.01
Male,7,NO,NO,Strongly disagree,1.29,2.01,3.73,3.57,3.21,2.76,both,both,front,1 hour,30,Concepts,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Agree,Agree,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Late night,300000,1000000,1 hours,2  hours,77.1,71.3
Male,7,YES,NO,Strongly disagree,1.64,2.03,3.66,3.55,3.04,2.78,both,none,middle,none,30,Concepts,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Hostelite,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Group study,Late night,300000,1000000,3 hours,4  hours,90.95,87.83
Female,7,YES,YES,Agree,2.67,3.16,2.55,2.73,2.3,2.68,both,none,none,1 hour,none,Notes,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Day scholar,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,78.83,83.06
Male,5,YES,YES,Agree,1.43,2.83,3.02,2.18,3.77,2.65,both,both,none,1 hour,30,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,83.03,73.57
Male,5,YES,NO,Neutral,2.81,3.91,3.47,2.37,2.99,3.11,both,both,none,1 hour,50,No Notes,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Hostelite,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,85.43,85.36
Female,6,YES,NO,Strongly Agree,3.95,2.83,2.94,3.85,3.04,3.32,both,both,none,none,none,Notes,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,90.78,78.36
Male,7,NO,YES,Disagree,1.48,2.36,2.61,3.36,2.79,2.52,Urdu,Whiteboard,front,1 hour,30,Concepts,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Independent study,Late night,300000,1000000,8 hours,10 hours,88.22,81.53
Male,6,YES,NO,Neutral,2.63,2.68,3.95,2.65,3.04,2.99,both,both,none,1 hour,30,Notes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hostelite,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Group study,Late night,300000,1000000,5 hours,6  hours,81.38,91.07
Male,5,NO,NO,Neutral,1.41,2.03,3.7,3.69,2.58,2.68,both,Whiteboard,none,1 hour,40,Notes,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Day time,300000,1000000,1 hours,2  hours,71.15,91.86
Female,4,YES,NO,Agree,3.74,3.83,3.88,2.62,2.38,3.29,both,both,none,1 hour,50,Concepts,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,74.81,91.25
Male,6,NO,NO,Strongly Agree,2.75,2.07,2.72,2.04,2.7,2.46,English,both,middle,1 hour,30,No Notes,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Group study,Late night,300000,1000000,7 hours,8  hours,70.05,90.78
Male,7,NO,YES,Neutral,3.86,2.63,3.72,3.71,3.56,3.5,both,none,front,none,none,Notes,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Group study,Day time,300000,1000000,8 hours,10 hours,74.92,74.43
Male,5,YES,NO,Agree,3.95,2.85,3.44,2.15,2.74,3.03,both,both,none,1 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,77.9,93.91
Male,7,YES,NO,Strongly Agree,3.77,2.98,2.87,2.87,2.28,2.95,both,both,none,1 hour,none,Notes,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Hostelite,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Group study,Late night,300000,1000000,3 hours,4  hours,92.08,85.68
Male,6,NO,NO,Agree,1.19,2.3,3.37,2.47,3.67,2.6,both,none,front,1 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Group study,Late night,300000,1000000,3 hours,4  hours,71.23,87.86
Male,6,NO,YES,Strongly Agree,1.22,3.79,3.94,2.94,2.19,2.82,Urdu,both,middle,1 hour,none,Concepts,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Hostelite,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,81.71,82.44
Male,4,NO,NO,Agree,3.6,2.44,2.8,3.84,2.85,3.11,both,both,none,1 hour,none,Notes,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Day scholar,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Group study,Day time,300000,1000000,3 hours,4  hours,89.26,89.04
Female,6,NO,NO,Strongly Agree,2.07,2.47,2.6,2.72,2.87,2.55,both,both,front,1 hour,40,Notes,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Independent study,Late night,300000,1000000,5 hours,6  hours,80.13,77.29
Male,5,NO,YES,Strongly Agree,1.61,3.52,3.99,3.41,3.02,3.11,both,both,front,none,none,No Notes,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Day scholar,Neutral,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Group study,Late night,300000,1000000,3 hours,4  hours,72.08,77.94
Male,6,YES,YES,Neutral,3.87,2.48,3.45,3.63,3.39,3.36,both,both,back,1.5 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Group study,Late night,300000,1000000,7 hours,8  hours,78.42,75.15
Male,4,NO,NO,Strongly Agree,1.02,2.8,3.0,2.78,3.52,2.62,both,none,none,none,none,Notes,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,90.81,89.69
Male,7,NO,NO,Disagree,1.55,2.71,3.75,2.57,3.38,2.79,both,Whiteboard,none,1 hour,none,Notes,Strongly agree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Hostelite,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Group study,Late night,300000,1000000,1 hours,2  hours,82.64,80.51
Male,7,YES,NO,Disagree,2.29,2.19,3.21,3.18,2.95,2.76,both,both,none,1 hour,none,Notes,Strongly disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Hostelite,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Independent study,Late night,300000,1000000,3 hours,4  hours,90.6,88.79
Male,6,NO,NO,Neutral,2.9,2.99,4.0,2.54,3.98,3.28,Urdu,Whiteboard,front,1 hour,none,Notes,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Group study,Day time,300000,1000000,3 hours,4  hours,75.22,90.86
Male,4,YES,NO,Agree,2.5,2.18,3.2,2.61,2.58,2.61,Urdu,both,back,1 hour,none,No Notes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Hostelite,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Independent study,Day time,300000,1000000,1 hours,2  hours,85.08,78.7
